,amount,mc_weeks_signup,mc_atm_br_tx_out_count_lifetime,mc_credit_transfer_out_br_sum_last_30d,mc_billpay_br_sum_last_15d,mc_billpay_br_count_last_1y,mc_credit_transfer_out_br_sum_last_1y,mc_pur_br_count_last_1y,mc_billpay_br_count_last_15d,mc_atm_br_tx_out_count_last_1y,mc_sanction_count_last_2d,mc_credit_transfer_in_rounded_amounts_br_sum_last_30d,mc_pur_br_sum_last_15d,mc_credit_transfer_in_br_sum_last_180d,mc_credit_transfer_out_br_count_lifetime,mc_credit_transfer_out_br_count_sanction_last_30d,mc_credit_transfer_out_br_count_last_15d,mc_pur_br_count_last_15d,mc_credit_transfer_in_br_sum_last_120d,mc_pur_br_count_lifetime,mc_credit_transfer_in_br_count_last_30d,mc_credit_transfer_in_br_sum_last_90d,mc_credit_transfer_out_br_count_last_1y,mc_billpay_br_sum_last_1y,mc_credit_transfer_out_rounded_amounts_br_sum_last_30d,mc_credit_transfer_out_br_sum_last_15d,mc_credit_transfer_in_br_count_sanction_last_30d,mc_credit_transfer_in_br_sum_last_15d,mc_billpay_br_count_lifetime,mc_atm_br_tx_out_count_last_15d,mc_credit_transfer_out_rounded_amounts_br_count_last_30d,mc_credit_transfer_in_br_sum_last_60d,mc_pur_br_sum_last_1y,mc_chip_tx_succ_count_30d,mc_chip_tx_decl_ext_count_7d,mc_chip_tx_amount_local_decl_ext_sum_15d,mc_chip_tx_amount_succ_sum_7d,mc_chip_tx_amount_local_succ_sum_15d,mc_chip_tx_amount_decl_ext_sum_30d,mc_chip_tx_amount_succ_sum_30d,mc_chip_tx_succ_count_7d,decline_ext_rate_30d,mc_tx_cp_mean_decl_ext_last_31d_mw,mc_tx_amount_sum_last_60m,mc_tx_amount_decl_ext_sum_lifetime,mc_tx_amount_succ_sum_last_30d,mc_tx_succ_count_last_24h,mc_tx_amount_succ_sum_last_14d,mc_tx_amount_fail_sum_last_60m,mc_tx_amount_succ_sum_last_60m,mc_tx_amount_succ_sum_last_2d,mc_tx_amount_succ_sum_last_90d,mc_tx_amount_fail_sum_last_14d,mc_tx_amount_succ_sum_lifetime,mc_tx_amount_pend_sum_last_2d,mc_tx_amount_decl_int_sum_lifetime,mc_tx_amount_sum_last_24h,mc_tx_amount_sum_lifetime,mc_tx_succ_count_last_14d,mc_tx_succ_count_lifetime,mc_tx_amount_succ_sum_last_24h,mc_tx_amount_decl_ext_sum_last_14d,mc_tx_amount_decl_ext_sum_last_24h,mc_tx_amount_decl_ext_sum_last_60m,mc_tx_succ_count_last_2d,mc_tx_amount_fail_sum_lifetime,mc_tx_succ_count_last_30d,mc_tx_amount_sum_last_2d,mc_tx_succ_count_last_365d,mc_tx_succ_count_last_60m,mc_tx_amount_sum_last_14d,mc_tx_cp_sum_decl_ext_last_24h,mc_tx_cp_dbt_sum_sq_decl_ext_last_30d,mc_tx_count_decl_ext_last_30d,mc_tx_cp_sum_decl_ext_last_30d,mc_tx_cp_count_decl_ext_last_24h,mc_tx_cp_dbt_sum_sq_fail_last_24h,mc_tx_cp_count_decl_ext_last_30d,mc_tx_cp_dbt_sum_sq_fail_last_14d,mc_merchants_ip_count_dist_shared_last_15d,mcc_sum_succ_1y,mcc_sum_sq_succ_30d,mcc_count_succ_1y,mcc_sum_sq_succ_1y,mcc_sum_succ_30d,is_legal_entity,is_mei,is_person,anomaly_score,actual_fraud
813073,110.0,273.1428571428572,0.0,381151.3963239605,0.0,0.0,1350974.5136132084,1.0,0.0,0.0,0.0,0.0,0.0,254621.1543949473,429.0,0.0,38.0,0.0,226277.676903011,1.0,3255.0,204426.6111827504,416.0,0.0,23000.0,217695.30841109503,0.0,42175.507304259256,0.0,0.0,2,168160.89651017392,105.8353101861836,6274,66,29615.7,42983.992200664834,657128.8,12267.99955527279,204417.51245847295,1247,0.044,186.6,1847.9800238521163,302671.21522127854,398029.1252185755,582,208905.859309357,195.6618962432916,1652.3181276088249,38582.314323325314,909230.366085938,11902.404300270067,4405765.5681390045,0.0,33919.33632754761,20935.32036347217,4779992.094911991,6862,189534,19400.78502676821,10172.101683494428,1462.355421551069,168.45557543231962,1218,374226.5267729836,13823,41085.46087146944,68657,60,220808.2636096271,7839.0,10667613.75,644.0,118862.4,35.0,1048498.5,644.0,5276176.75,0.0,156483272.90000004,11560284238.2169,1492474,468192723402.6529,6599854.210000001,0,0,1,0.7138480366141178,0
813461,150.0,273.1428571428572,0.0,381151.3963239605,0.0,0.0,1350974.5136132084,1.0,0.0,0.0,0.0,0.0,0.0,254621.1543949473,429.0,0.0,38.0,0.0,226277.676903011,1.0,3255.0,204426.6111827504,416.0,0.0,23000.0,217695.30841109503,0.0,42175.507304259256,0.0,0.0,2,168160.89651017392,105.8353101861836,6274,66,29615.7,42983.992200664834,657128.8,12267.99955527279,204417.51245847295,1247,0.044,187.068,1751.7330053667256,302671.21522127854,398029.1252185755,579,208905.859309357,262.5596302921885,1489.1733750745373,39089.16775250401,909230.366085938,11902.404300270067,4405765.5681390045,0.0,33919.33632754761,20918.9471592398,4779992.094911991,6862,189534,19290.30776767597,10172.101683494428,1556.459476410938,262.5596302921885,1245,374226.5267729836,13823,41798.717587110026,68657,52,220808.2636096271,8344.0,10667613.75,644.0,118862.4,36.0,1303523.5,644.0,5276176.75,0.0,156483272.90000004,11560284238.2169,1492474,468192723402.6529,6599854.210000001,0,0,1,0.7215724360845355,0
819157,105.0,272.0,0.0,379031.86688996776,0.0,0.0,1249217.875527558,1.0,0.0,0.0,0.0,0.0,0.0,235735.34262284296,397.0,0.0,15.0,0.0,205946.71382167315,1.0,3705.0,184628.4350871168,391.0,0.0,1000.0,223546.02276336445,0.0,45960.26773210044,0.0,0.0,1,156483.67756810714,105.8353101861836,6499,67,42345.5,60302.53454455103,651040.74,13234.422003006786,192752.6429272669,1683,0.044,183.185,1941.900704399237,296600.8414136591,393001.55976091616,584,216867.43684274296,89.50060168471722,1852.40010271452,32972.739843404146,805732.7294048604,14298.6754734016,4288337.591056682,0.0,33196.15872056252,18226.21553592753,4655148.091846589,7026,185503,16940.396492606233,12822.828997069144,1209.2922683513843,89.50060168471722,1101,366810.5007899002,14873,34882.15237931644,66230,71,231166.11231614448,6431.5,15127203.0,684.0,123630.0,26.0,116249.5,684.0,7325118.75,52.0,158902615.58000004,19306062772.1658,1509542,474655515866.7713,7071272.34,0,0,1,0.7386882396419359,0
819596,214.5,272.0,0.0,379031.86688996776,0.0,0.0,1249217.875527558,1.0,0.0,0.0,0.0,0.0,0.0,235735.34262284296,397.0,0.0,15.0,0.0,205946.71382167315,1.0,3705.0,184628.4350871168,391.0,0.0,1000.0,223546.02276336445,0.0,45960.26773210044,0.0,0.0,1,156483.67756810714,105.8353101861836,6499,67,42345.5,60302.53454455103,651040.74,13234.422003006786,192752.6429272669,1683,0.044,183.778,1645.7995640266054,296600.8414136591,393001.55976091616,614,216867.43684274296,26.456505132934623,1619.343058893671,32886.015085986786,805732.7294048604,14298.6754734016,4288337.591056682,0.0,33196.15872056252,18300.92237101008,4655148.091846589,7026,185503,16843.710591265284,12822.828997069144,1457.211779744786,26.456505132934623,1131,366810.5007899002,14873,35051.174546179514,66230,62,231166.11231614448,7771.5,15127203.0,684.0,123630.0,31.0,324870.5,684.0,7325118.75,52.0,158902615.58000004,19306062772.1658,1509542,474655515866.7713,7071272.34,0,0,1,0.7486825663242125,0
819716,190.0,272.0,0.0,379031.86688996776,0.0,0.0,1249217.875527558,1.0,0.0,0.0,0.0,0.0,0.0,235735.34262284296,397.0,0.0,15.0,0.0,205946.71382167315,1.0,3705.0,184628.4350871168,391.0,0.0,1000.0,223546.02276336445,0.0,45960.26773210044,0.0,0.0,1,156483.67756810714,105.8353101861836,6499,67,42345.5,60302.53454455103,651040.74,13234.422003006786,192752.6429272669,1683,0.044,183.185,1600.011281588448,296600.8414136591,393001.55976091616,582,216867.43684274296,89.50060168471722,1510.510679903731,33210.44697891165,805732.7294048604,14298.6754734016,4288337.591056682,0.0,33196.15872056252,18085.51444043323,4655148.091846589,7026,185503,16799.695397111926,12822.828997069144,1209.2922683513843,89.50060168471722,1091,366810.5007899002,14873,35098.11224696567,66230,60,231166.11231614448,6431.5,15127203.0,684.0,123630.0,26.0,116249.5,684.0,7325118.75,52.0,158902615.58000004,19306062772.1658,1509542,474655515866.7713,7071272.34,0,0,1,0.7344019871581198,0
819766,115.5,272.0,0.0,379031.86688996776,0.0,0.0,1249217.875527558,1.0,0.0,0.0,0.0,0.0,0.0,235735.34262284296,397.0,0.0,15.0,0.0,205946.71382167315,1.0,3705.0,184628.4350871168,391.0,0.0,1000.0,223546.02276336445,0.0,45960.26773210044,0.0,0.0,1,156483.67756810714,105.8353101861836,6499,67,42345.5,60302.53454455103,651040.74,13234.422003006786,192752.6429272669,1683,0.044,183.185,2169.271310992673,296600.8414136591,393001.55976091616,590,216867.43684274296,0.0,2169.271310992673,32972.739843404146,805732.7294048604,14298.6754734016,4288337.591056682,0.0,33196.15872056252,18510.088097996304,4655148.091846589,7026,185503,17224.269054675,12822.828997069144,1209.2922683513843,0.0,1101,366810.5007899002,14873,34882.15237931644,66230,78,231166.11231614448,6431.5,15127203.0,684.0,123630.0,26.0,116249.5,684.0,7325118.75,52.0,158902615.58000004,19306062772.1658,1509542,474655515866.7713,7071272.34,0,0,1,0.7454653567903142,0
819924,128.0,272.0,0.0,379031.86688996776,0.0,0.0,1249217.875527558,1.0,0.0,0.0,0.0,0.0,0.0,235735.34262284296,397.0,0.0,15.0,0.0,205946.71382167315,1.0,3705.0,184628.4350871168,391.0,0.0,1000.0,223546.02276336445,0.0,45960.26773210044,0.0,0.0,1,156483.67756810714,105.8353101861836,6499,67,42345.5,60302.53454455103,651040.74,13234.422003006786,192752.6429272669,1683,0.044,183.058,2368.2298362305078,296600.8414136591,393001.55976091616,607,216867.43684274296,153.70856855402155,2214.5212676764854,33056.09499973522,805732.7294048604,14298.6754734016,4288337.591056682,0.0,33196.15872056252,18675.961073502604,4655148.091846589,7026,185503,17236.43346162728,12822.828997069144,1363.0008369054058,153.70856855402155,1117,366810.5007899002,14873,35015.79282561668,66230,79,231166.11231614448,7256.5,15127203.0,684.0,123630.0,31.0,151674.5,684.0,7325118.75,52.0,158902615.58000004,19306062772.1658,1509542,474655515866.7713,7071272.34,0,0,1,0.7534594358621077,0
820256,165.0,272.0,0.0,379031.86688996776,0.0,0.0,1249217.875527558,1.0,0.0,0.0,0.0,0.0,0.0,235735.34262284296,397.0,0.0,15.0,0.0,205946.71382167315,1.0,3705.0,184628.4350871168,391.0,0.0,1000.0,223546.02276336445,0.0,45960.26773210044,0.0,0.0,1,156483.67756810714,105.8353101861836,6499,67,42345.5,60302.53454455103,651040.74,13234.422003006786,192752.6429272669,1683,0.044,180.84,2050.8449313435053,296600.8414136591,393001.55976091616,578,216867.43684274296,326.3279488755985,1724.516982467907,38413.00562186644,805732.7294048604,14298.6754734016,4288337.591056682,0.0,33196.15872056252,16507.901382997097,4655148.091846589,7026,185503,15416.87301129766,12822.828997069144,1091.028371699436,326.3279488755985,1387,366810.5007899002,14873,40873.10454071223,66230,66,231166.11231614448,5851.5,15127203.0,684.0,123630.0,32.0,425706.0,684.0,7325118.75,52.0,158902615.58000004,19306062772.1658,1509542,474655515866.7713,7071272.34,0,0,1,0.7555396790438054,0
820416,260.0,272.0,0.0,379031.86688996776,0.0,0.0,1249217.875527558,1.0,0.0,0.0,0.0,0.0,0.0,235735.34262284296,397.0,0.0,15.0,0.0,205946.71382167315,1.0,3705.0,184628.4350871168,391.0,0.0,1000.0,223546.02276336445,0.0,45960.26773210044,0.0,0.0,1,156483.67756810714,105.8353101861836,6499,67,42345.5,60302.53454455103,651040.74,13234.422003006786,192752.6429272669,1683,0.044,182.132,279.1253008423587,296600.8414136591,393001.55976091616,569,216867.43684274296,0.0,279.1253008423587,33210.44697891165,805732.7294048604,14298.6754734016,4288337.591056682,0.0,33196.15872056252,18048.56723826717,4655148.091846589,7026,185503,16766.320697954277,12822.828997069144,1205.7197653429605,0.0,1091,366810.5007899002,14873,35098.11224696567,66230,14,231166.11231614448,6412.5,15127203.0,684.0,123630.0,30.0,115898.5,684.0,7325118.75,52.0,158902615.58000004,19306062772.1658,1509542,474655515866.7713,7071272.34,0,0,1,0.747829150890494,0
830743,236.0,272.1428571428572,0.0,368510.3168994906,0.0,0.0,1256497.1636981927,1.0,0.0,0.0,0.0,0.0,0.0,239177.0636319019,402.0,0.0,18.0,0.0,209656.61562306195,1.0,3585.0,188695.1911842233,394.0,0.0,0.0,217770.137788413,0.0,46681.62194651329,0.0,0.0,0,159779.75732849963,105.8353101861836,6465,75,43344.5,60858.10236494624,661854.24,13279.666452535945,193990.74898812087,1745,0.044,184.155,1859.162293888069,297975.4618000732,391139.16979436926,547,221366.52956301352,93.36893802169894,1765.79335586637,39334.83575878851,825229.5900237936,14880.760689741206,4307834.451675616,0.0,33196.15872056252,16428.549445141976,4676048.171961358,7225,186233,15237.107508644189,13567.15976833464,1191.441936497792,93.36893802169894,1418,368213.720285736,14651,41808.53187935966,66765,55,236247.29025275467,6390.5,14468463.5,680.0,125280.0,35.0,326314.5,680.0,7542372.0,54.0,158623842.82000002,18865978275.4966,1507928,473831740695.6207,6971694.6,0,0,1,0.7378196837430336,0
831109,224.0,272.1428571428572,0.0,368510.3168994906,0.0,0.0,1256497.1636981927,1.0,0.0,0.0,0.0,0.0,0.0,239177.0636319019,402.0,0.0,18.0,0.0,209656.61562306195,1.0,3585.0,188695.1911842233,394.0,0.0,0.0,217770.137788413,0.0,46681.62194651329,0.0,0.0,0,159779.75732849963,105.8353101861836,6465,75,43344.5,60858.10236494624,661854.24,13279.666452535945,193990.74898812087,1745,0.044,183.598,1564.863401243674,297975.4618000732,391139.16979436926,542,221366.52956301352,55.087673432802376,1509.7757278108716,36665.3626936794,825229.5900237936,14880.760689741206,4307834.451675616,0.0,33196.15872056252,16203.161008988956,4676048.171961358,7225,186233,15427.883098518552,13567.15976833464,741.665092782594,55.087673432802376,1339,368213.720285736,14651,38852.694531021545,66765,64,236247.29025275467,3973.0,14468463.5,680.0,125280.0,24.0,365241.5,680.0,7542372.0,54.0,158623842.82000002,18865978275.4966,1507928,473831740695.6207,6971694.6,0,0,1,0.7314504358845897,0
